FT,newEvent,basicEvent,discard,same_as,family,quant1,quant2,quant3,quant4,quant5,method,truncate,support.lower,support.upper,degree.freedom,criteria,comments,addpercentiles,addp1,addq1,basicEventR,expertID
2,NA,FT2-01,FALSE,NA,beta,0.01,0.05,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT201,Exp6
2,NA,FT2-010,FALSE,NA,beta,0.7,0.9,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,updated to consider bacteria survival in midgut transiently. OK,0,NA,NA,FT2010,Exp9
2,NA,FT2-010,FALSE,NA,beta,1e-4,0.001,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT2010,Exp1
2,NA,FT2-010,FALSE,NA,beta,0.005,0.05,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2010,Exp10
2,NA,FT2-010,FALSE,NA,beta,0.9,0.99,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT2010,Exp12
2,NA,FT2-010,FALSE,NA,beta,1e-7,1e-6,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2010,Exp3
2,NA,FT2-010,FALSE,NA,beta,1e-6,1e-5,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2010,Exp13
2,NA,FT2-010,FALSE,NA,beta,0.2,0.8,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2010,Exp14
2,NA,FT2-010a,FALSE,NA,beta,0.001,0.01,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2010a,Exp7
2,NA,FT2-010b,FALSE,NA,beta,1e-6,0.001,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2010b,Exp7
2,NA,FT2-010-GM,FALSE,NA,beta,0.2,0.8,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2010GM,Exp14
2,NA,FT2-011,FALSE,NA,beta,1e-4,0.1,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2011,Exp7
2,NA,FT2-011,FALSE,NA,beta,0.01,0.1,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT2011,Exp9
2,NA,FT2-011,FALSE,NA,beta,0.2,0.8,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT2011,Exp1
2,NA,FT2-011,FALSE,NA,beta,5e-4,0.005,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2011,Exp10
2,NA,FT2-011,FALSE,NA,beta,1e-9,1e-8,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT2011,Exp12
2,NA,FT2-011,FALSE,NA,beta,0.25,0.75,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2011,Exp3
2,NA,FT2-011,FALSE,NA,beta,1e-6,1e-5,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2011,Exp13
2,NA,FT2-011,FALSE,NA,beta,0.1,0.5,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2011,Exp14
2,NA,FT2-020,FALSE,NA,beta,1e-7,1e-4,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2020,Exp7
2,NA,FT2-020,FALSE,NA,beta,1e-9,1e-6,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT2020,Exp9
2,NA,FT2-020,FALSE,NA,beta,0.2,0.8,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT2020,Exp1
2,NA,FT2-020,FALSE,NA,beta,0.001,0.03,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2020,Exp10
2,NA,FT2-020,FALSE,NA,beta,0.1,0.3,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2020,Exp2
2,NA,FT2-020,FALSE,NA,beta,0.2,0.8,0.3,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2020,Exp6
2,NA,FT2-020,FALSE,NA,beta,0.2,0.5,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT2020,Exp12
2,NA,FT2-020,FALSE,NA,beta,0.75,0.9,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2020,Exp3
2,NA,FT2-020,FALSE,NA,beta,0.001,0.1,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2020,Exp14
2,NA,FT2-021,FALSE,NA,beta,0.01,0.1,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2021,Exp7
2,NA,FT2-021,FALSE,NA,beta,0.05,0.15,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2021,Exp8
2,NA,FT2-021,FALSE,NA,beta,0.005,0.05,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT2021,Exp9
2,NA,FT2-021,FALSE,NA,beta,0.05,0.2,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT2021,Exp1
2,NA,FT2-021,FALSE,NA,beta,0.5,0.8,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2021,Exp10
2,NA,FT2-021,FALSE,NA,beta,1e-4,0.5,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2021,Exp2
2,NA,FT2-021,FALSE,NA,beta,0.1,0.65,0.3,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2021,Exp6
2,NA,FT2-021,TRUE,NA,lognormal,1e-6,0.01,0.9,NA,NA,lbubc,1,0,1,NA,SS,ok,0,NA,NA,FT2021,Exp3
2,NA,FT2-021,FALSE,NA,beta,1e-6,0.01,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2021,Exp3
2,NA,FT2-021,FALSE,NA,beta,0.01,0.6,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2021,Exp14
2,NA,FT2-021-GM,FALSE,NA,beta,0.01,0.6,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2021GM,Exp14
2,NA,FT2-022,FALSE,NA,beta,0.1,0.3,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2022,Exp7
2,NA,FT2-022,TRUE,NA,beta,0.7,0.99,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2022,Exp8
2,NA,FT2-022,TRUE,NA,beta,0.5,0.99,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2022,Exp8
2,NA,FT2-022,FALSE,NA,beta,0.5,0.95,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2022,Exp8
2,NA,FT2-022,FALSE,NA,beta,0.8,0.9,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT2022,Exp9
2,NA,FT2-022,FALSE,NA,beta,0.4,0.8,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT2022,Exp1
2,NA,FT2-022,FALSE,NA,beta,0.1,0.6,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2022,Exp10
2,NA,FT2-022,FALSE,NA,beta,0.7,0.9,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2022,Exp2
2,NA,FT2-022,FALSE,NA,constant,1,1,1,NA,NA,constant,NA,NA,NA,NA,NA,NA,0,NA,NA,FT2022,Exp6
2,NA,FT2-022,FALSE,NA,beta,0.2,0.5,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2022,Exp3
2,NA,FT2-022,FALSE,NA,beta,0.2,0.9,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2022,Exp14
2,NA,FT2-023,FALSE,NA,beta,0.2,0.5,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2023,Exp7
2,NA,FT2-023,FALSE,NA,beta,0.1,0.7,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT2023,Exp9
2,NA,FT2-023,FALSE,NA,beta,0.001,0.01,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT2023,Exp1
2,NA,FT2-023,FALSE,NA,beta,0.005,0.1,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2023,Exp10
2,NA,FT2-023,FALSE,NA,beta,0.3,0.8,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2023,Exp2
2,NA,FT2-023,FALSE,NA,beta,0.05,0.8,0.4,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2023,Exp6
2,NA,FT2-023,FALSE,NA,beta,0.4,0.6,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT2023,Exp12
2,NA,FT2-023,FALSE,NA,beta,0.2,0.8,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2023,Exp3
2,NA,FT2-023,FALSE,NA,beta,1e-4,0.001,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2023,Exp13
2,NA,FT2-023,FALSE,NA,beta,0.01,0.5,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2023,Exp14
2,NA,FT2-10,FALSE,NA,constant,1e-9,1e-9,1e-9,NA,NA,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT210,Exp7
2,NA,FT2-100,FALSE,FT2000,beta,0.95,0.999,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2100,Exp8
2,NA,FT2-101,FALSE,NA,beta,0.001,0.01,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT2101,Exp9
2,NA,FT2-101,FALSE,NA,beta,0.001,0.05,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2101,Exp10
2,NA,FT2-101,FALSE,NA,beta,1e-5,0.001,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT2101,Exp12
2,NA,FT2-101,FALSE,NA,beta,0.001,0.01,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2101,Exp13
2,NA,FT2-101,FALSE,NA,beta,0.01,0.5,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2101,Exp14
2,NA,FT2-1020,FALSE,NA,beta,1e-4,0.001,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT21020,Exp9
2,NA,FT2-1020,FALSE,NA,beta,1e-4,0.001,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT21020,Exp10
2,NA,FT2-1020,FALSE,NA,beta,0.1,0.6,0.3,NA,NA,lbubc,0,NA,NA,NA,SS,"ok = truncated at 0,1",1,0.95,0.9,FT21020,Exp6
2,NA,FT2-1020,TRUE,NA,lognormal,0.1,0.6,0.3,NA,NA,lbubc,1,0,1,NA,SS,"ok = truncated at 0,1",1,0.95,0.9,FT21020,Exp6
2,NA,FT2-1020,FALSE,NA,beta,0.001,0.1,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT21020,Exp12
2,NA,FT2-1020,FALSE,NA,beta,1e-6,5e-6,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT21020,Exp3
2,NA,FT2-1020,FALSE,NA,beta,0.001,0.1,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT21020,Exp14
2,NA,FT2-1021,FALSE,FT2022,beta,0.5,0.95,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT21021,Exp8
2,NA,FT2-1022,FALSE,NA,beta,0.001,0.01,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT21022,Exp9
2,NA,FT2-1022,FALSE,NA,beta,5e-4,0.005,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT21022,Exp10
2,NA,FT2-1022,FALSE,NA,beta,0.01,0.02,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT21022,Exp6
2,NA,FT2-1022,FALSE,NA,beta,0.001,0.1,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT21022,Exp12
2,NA,FT2-1022,FALSE,FT21020,beta,1e-6,5e-6,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT21022,Exp3
2,NA,FT2-1022,FALSE,NA,beta,1e-4,0.1,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT21022,Exp14
2,NA,FT2-11,FALSE,NA,beta,1e-7,1e-6,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT211,Exp2
2,NA,FT2-110,FALSE,FT2000,beta,0.95,0.999,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2110,Exp8
2,NA,FT2-111,FALSE,FT2001,beta,0.4,0.95,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2111,Exp8
2,NA,FT2-112,FALSE,NA,beta,1e-6,1e-4,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2112,Exp10
2,NA,FT2-1120,FALSE,FT2010,beta,0.7,0.9,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT21120,Exp9
2,NA,FT2-1120,FALSE,NA,beta,0.01,0.1,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT21120,Exp6
2,NA,FT2-1120,FALSE,NA,beta,1e-5,0.001,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT21120,Exp12
2,NA,FT2-1120,FALSE,NA,beta,0.01,0.8,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT21120,Exp14
2,NA,FT2-1120-GM,FALSE,NA,beta,0.01,0.8,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT21120GM,Exp14
2,NA,FT2-11210,FALSE,NA,constant,1e-9,1e-9,1e-9,NA,NA,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT211210,Exp7
2,NA,FT2-112100,TRUE,NA,beta,1e-4,0.01,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2112100,Exp8
2,NA,FT2-112100,FALSE,NA,beta,1e-4,0.01,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2112100,Exp8
2,NA,FT2-112100,FALSE,NA,beta,0.005,0.05,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT2112100,Exp9
2,NA,FT2-112100,FALSE,NA,beta,0.01,0.02,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2112100,Exp6
2,NA,FT2-112100,FALSE,NA,beta,0.01,0.2,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT2112100,Exp12
2,NA,FT2-112100,FALSE,NA,beta,1e-8,1e-6,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2112100,Exp3
2,NA,FT2-112100,FALSE,NA,beta,0.001,0.01,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2112100,Exp13
2,NA,FT2-112100,FALSE,NA,beta,1e-6,0.01,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2112100,Exp14
2,NA,FT2-112101,FALSE,NA,beta,0.001,0.01,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT2112101,Exp9
2,NA,FT2-112101,FALSE,FT2112100,beta,0.01,0.02,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2112101,Exp6
2,NA,FT2-112101,FALSE,NA,beta,1e-6,1e-5,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT2112101,Exp12
2,NA,FT2-112101,FALSE,NA,beta,2e-8,1e-6,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2112101,Exp3
2,NA,FT2-112101,FALSE,NA,beta,1e-4,0.1,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2112101,Exp14
2,NA,FT2-11211,FALSE,NA,constant,1e-9,1e-9,1e-9,NA,NA,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT211211,Exp7
2,NA,FT2-112110,FALSE,NA,beta,1e-5,0.001,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT2112110,Exp8
2,NA,FT2-112110,FALSE,NA,beta,0.001,0.01,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT2112110,Exp9
2,NA,FT2-112110,FALSE,NA,beta,0.001,0.01,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2112110,Exp6
2,NA,FT2-112110,FALSE,NA,beta,1e-5,1e-4,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT2112110,Exp12
2,NA,FT2-112110,FALSE,NA,beta,1e-6,0.001,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2112110,Exp3
2,NA,FT2-112110,FALSE,NA,beta,1e-6,0.5,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2112110,Exp14
2,NA,FT2-112111,FALSE,NA,beta,0.001,0.01,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT2112111,Exp9
2,NA,FT2-112111,FALSE,FT2112110,beta,0.001,0.01,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2112111,Exp6
2,NA,FT2-112111,FALSE,NA,beta,0.01,0.1,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT2112111,Exp12
2,NA,FT2-112111,FALSE,NA,beta,1e-6,0.001,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2112111,Exp3
2,NA,FT2-112111,FALSE,NA,beta,1e-6,0.01,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2112111,Exp14
2,NA,FT2-244,FALSE,NA,beta,0.9,0.99,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT22244,Exp3
2,NA,FT2-245,FALSE,NA,beta,0.75,0.95,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT22245,Exp3
2,NA,FT2-246,FALSE,NA,beta,0.001,0.01,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT22246,Exp6
2,NA,FT2-246,FALSE,NA,beta,5e-7,1e-6,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT22246,Exp3
2,NA,FT2-231002,FALSE,NA,constant,1e-9,1e-9,1e-9,NA,NA,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT2231002,Exp7
2,NA,FT2-2310020,FALSE,NA,beta,0.01,0.8,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT22310020,Exp14
2,NA,FT2-2310020,FALSE,FT2112110,beta,0.001,0.01,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT22310020,Exp6
2,NA,FT2-2310020,FALSE,NA,beta,5e-7,1e-6,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT22310020,Exp3
2,NA,FT2-2310021,FALSE,NA,beta,0.001,0.2,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT22310021,Exp14
2,NA,FT2-2310021,FALSE,FT2112110,beta,0.001,0.01,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT22310021,Exp6
2,NA,FT2-2310021,FALSE,NA,beta,5e-7,1e-6,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT22310021,Exp3
2,NA,FT2-244,FALSE,NA,beta,0.001,0.8,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT22244,Exp14
2,NA,FT2-244,FALSE,NA,beta,0.5,0.8,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT2244,Exp2
2,NA,FT2-245,FALSE,NA,beta,0.05,0.8,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT22245,Exp14
2,NA,FT2-245-GM,FALSE,NA,beta,0.05,0.8,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT22245GM,Exp14
3,NA,FT3-010,FALSE,NA,beta,0.4,0.99,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3010,Exp15
3,NA,FT3-010,FALSE,FT32123,beta,0.4,0.9,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT3010,Exp8
3,NA,FT3-010,FALSE,NA,beta,1e-4,0.001,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3010,Exp10
3,NA,FT3-010,FALSE,NA,constant,1,1,1,1,1,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT3010,Exp16
3,NA,FT3-010,FALSE,NA,beta,0.1,0.7,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3010,Exp2
3,NA,FT3-010,FALSE,NA,constant,1,1,1,NA,NA,constant,NA,NA,NA,NA,NA,NA,0,NA,NA,FT3010,Exp6
3,NA,FT3-010,TRUE,NA,beta,0.001,0.25,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT3010,Exp17
3,NA,FT3-010,FALSE,NA,beta,0.001,0.25,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT3010,Exp17
3,NA,FT3-010,FALSE,NA,beta,1e-4,0.9,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT3010,Exp11
3,NA,FT3-010,FALSE,NA,constant,1,1,1,NA,NA,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT3010,Exp13
3,NA,FT3-010,FALSE,NA,constant,1,1,1,1,1,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT3010,Exp18
3,NA,FT3-010,FALSE,NA,beta,0.2,0.99,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3010,Exp14
3,NA,FT3-010-BF,TRUE,NA,beta,0.3,0.6,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT3010BF,Exp11
3,NA,FT3-010-BF-DrySeason,TRUE,NA,beta,0.001,0.05,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT3010BFDrySeason,Exp11
3,NA,FT3-010-BF-DrySeason,TRUE,NA,beta,0.001,0.002,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT3010BFDrySeason,Exp11
3,NA,FT3-010-Kenya-Ara,TRUE,NA,beta,0.7,0.9,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT3010KenyaAra,Exp11
3,NA,FT3-010-Kenya-Ag,TRUE,NA,beta,0.7,0.9,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT3010KenyaAg,Exp11
3,NA,FT3-010-Kenya-DrySeason,TRUE,NA,beta,0.002,0.01,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT3010KenyaDrySeason,Exp11
3,NA,FT3-010-Mali,TRUE,NA,beta,0.1,0.4,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT3010Mali,Exp11
3,NA,FT3-010-Mali-DrySeason,TRUE,NA,beta,0.001,0.05,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT3010MaliDrySeason,Exp11
3,NA,FT3-011,FALSE,NA,beta,1e-4,0.005,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3011,Exp15
3,NA,FT3-011,FALSE,FT32124,beta,0.2,0.95,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT3011,Exp8
3,NA,FT3-011,TRUE,NA,beta,0.001,0.25,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT3011,Exp17
3,NA,FT3-011,FALSE,NA,beta,0.002,0.95,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT3011,Exp11
3,NA,FT3-011-Ara,FALSE,NA,beta,1e-5,0.001,0.4,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3011Ara,Exp10
3,NA,FT3-011-Ara,FALSE,NA,beta,1e-8,1e-5,1e-4,5e-4,0.001,dec,0,NA,NA,NA,SS,,0,NA,NA,FT3011Ara,Exp16
3,NA,FT3-011-Ara,FALSE,NA,beta,0.2,0.7,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3011Ara,Exp2
3,NA,FT3-011-Ara,FALSE,NA,beta,0.01,0.5,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3011Ara,Exp14
3,NA,FT3-011-Col,FALSE,NA,beta,0.2,0.99,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3011Col,Exp14
3,NA,FT3-011-NonKenya,TRUE,NA,beta,0.75,0.95,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT3011NonKenya,Exp11
3,NA,FT3-012,FALSE,NA,beta,0.001,0.5,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3012,Exp15
3,NA,FT3-012,FALSE,FT32125,constant,0.5,0.5,0.5,NA,NA,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT3012,Exp8
3,NA,FT3-012,FALSE,NA,constant,1,1,1,1,1,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT3012,Exp16
3,NA,FT3-012,FALSE,NA,beta,0.6,0.8,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT3012,Exp11
3,NA,FT3-012,FALSE,NA,constant,1,1,1,1,1,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT3012,Exp18
3,NA,FT3-012,FALSE,NA,beta,1e-5,0.001,0.99,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3012 ,Exp13
3,NA,FT3-012-Ara,FALSE,NA,beta,0.3,0.99,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3012Ara,Exp14
3,NA,FT3-012-Col,FALSE,NA,beta,0.5,0.99,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3012Col,Exp14
3,NA,FT3-013,FALSE,NA,beta,1e-8,0.001,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3013,Exp15
